Condition;Not in condition;File;Line number
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;120
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;122
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;123
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;124
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;125
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;127
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;128
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;129
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;131
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;132
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;133
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;134
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;135
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;137
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;138
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;139
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;140
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;141
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;143
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;144
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;145
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;146
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;147
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;148
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;149
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;150
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;151
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;152
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;153
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;154
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;155
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;156
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;161
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;162
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;167
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;168
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;173
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;174
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;179
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;180
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;185
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;186
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;192
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;193
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;194
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;195
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;196
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;197
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;198
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;199
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;200
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;202
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;203
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;205
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;206
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;207
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;208
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;209
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;210
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;211
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;212
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;214
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;215
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;216
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;217
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;218
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;219
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;220
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;221
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;222
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;223
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;225
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;226
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;227
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;228
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;229
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;230
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;232
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;233
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;234
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;235
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;237
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;238
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;239
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;240
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;242
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;243
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;244
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;245
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;246
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;247
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;249
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;250
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;251
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;252
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;253
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;255
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;256
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;257
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;258
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;259
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;260
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;262
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;263
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;264
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;265
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;266
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;267
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;269
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;270
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;271
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;272
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;273
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;275
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;276
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;277
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;278
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;279
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;280
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;282
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;283
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;284
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;285
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;286
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;287
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;289
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;290
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;291
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;292
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;293
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;294
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;295
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;296
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;298
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;299
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;301
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;303
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;304
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;306
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;307
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;308
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;309
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;310
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;336
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;337
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;338
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;339
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;341
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;372
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;373
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;375
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;376
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;377
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;378
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;379
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;380
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;381
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;382
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;383
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;384
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;386
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;387
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;389
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;391
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;392
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;394
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;396
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;397
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;399
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;400
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;402
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;403
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;407
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;408
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;410
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;411
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;413
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;414
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;416
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;417
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;419
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;420
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;421
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;423
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;425
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;426
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;427
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;428
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;430
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;431
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;433
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;434
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;436
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;437
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;438
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;439
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;440
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;441
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;442
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;443
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;445
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;446
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;447
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;448
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;449
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;451
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;452
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;453
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/templates/clone_event.html;454
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;1
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;2
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;4
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;5
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;6
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;7
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;8
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;10
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;12
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;13
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;15
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;16
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;17
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;18
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;20
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;21
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;22
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;23
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;24
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;25
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;26
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;28
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;29
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;30
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;32
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;34
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;36
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;39
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;40
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;41
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;42
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;43
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;44
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;45
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;47
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;54
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;55
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;57
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;64
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;65
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;67
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;69
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;70
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;71
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;72
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;74
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;75
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;77
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;78
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;79
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;81
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;82
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;83
experimental;control-defaultactionselection;/opt/indico/src/indico/web/templates/steps.html;84
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;53
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;55
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;58
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;129
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;130
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;146
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;147
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;148
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;149
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;150
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;151
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;152
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;154
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;155
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;156
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;158
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;161
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;162
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;163
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;164
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;166
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;170
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;172
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;174
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;175
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;177
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;178
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;179
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;181
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;182
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;194
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;196
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;197
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;199
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;200
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;201
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/controllers/cloning.py;202
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;336
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;346
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;347
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;348
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;350
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;351
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;352
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;353
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;354
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;355
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;356
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;357
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;359
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;361
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;362
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;363
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;370
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;372
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;378
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;379
experimental;control-defaultactionselection;/opt/indico/src/indico/modules/events/management/forms.py;380
